Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000145,110.422.649-51,Isabela Nunes,2022-10-10,BRL,286123.0,Depósito,Recusada,Moradia,XP,6,310.94,286433.94
FIN000821,338.281.859-64,Leticia Moura,2024-06-19,BRL,286123.0,Pagamento,Pendente,Viagem,XP,2,85.76,286208.76
FIN000727,540.566.935-53,Felipe Andrade,2024-03-25,BRL,286123.0,Transferência,Pendente,Tecnologia,C6 Bank,24,135.83,286258.83
FIN000830,275.722.628-79,Felipe Andrade,2024-06-27,BRL,286123.0,Depósito,Pendente,Viagem,Banco do Brasil,6,479.73,286602.73
FIN000334,678.480.464-68,Thiago Cavalcanti,2023-04-01,BRL,286123.0,Depósito,Recusada,Moradia,BTG,12,176.55,286299.55
FIN000113,679.588.908-15,Vanessa Coelho,2022-09-11,BRL,83260.0,Saque,Aprovada,Alimentação,C6 Bank,24,127.06,83387.06
FIN000617,470.353.592-76,Beatriz Lopes,2023-12-15,BRL,686911.0,Saque,,Investimento,C6 Bank,1,124.06,687035.06
FIN000584,453.748.894-76,Rodrigo Farias,2023-11-15,BRL,286123.0,PIX,Recusada,Tecnologia,BTG,1,516.4,286639.4
FIN000361,734.509.500-27,Amanda Vieira,2023-04-26,BRL,85270.5,Depósito,Aprovada,Tecnologia,Banco do Brasil,12,22.8,85293.3
FIN000603,957.631.916-33,Natalia Correia,2023-12-03,BRL,419325.0,Pagamento,Pendente,Viagem,C6 Bank,1,72.35,419397.35
FIN000709,245.412.827-82,Carolina Azevedo,2024-03-09,BRL,286123.0,Transferência,,Alimentação,Banco do Brasil,2,216.15,286339.15
FIN000967,463.121.319-71,Rodrigo Farias,2024-10-30,BRL,507364.0,Pagamento,Pendente,Investimento,Banco do Brasil,24,87.56,507451.56
FIN000339,529.492.213-45,Carolina Azevedo,2023-04-05,BRL,286123.0,Transferência,Pendente,Moradia,BTG,1,188.68,286311.68
FIN000628,327.896.159-85,Beatriz Lopes,2023-12-26,BRL,221639.0,PIX,Pendente,Alimentação,BTG,3,155.15,221794.15
FIN000996,295.364.582-65,Guilherme Mota,2024-11-26,BRL,24605.38,Transferência,Pendente,Alimentação,,1,337.66,24943.04
FIN000685,737.832.756-74,Marcelo Teixeira,2024-02-16,BRL,686764.0,Depósito,Pendente,Viagem,Inter,24,77.03,686841.03
FIN000654,303.628.630-86,Rodrigo Farias,2024-01-18,BRL,286123.0,Depósito,Recusada,Investimento,BTG,12,416.15,286539.15
FIN000352,928.201.318-66,Rodrigo Farias,2023-04-17,BRL,279441.0,Pagamento,Aprovada,Tecnologia,XP,1,54.12,279495.12
FIN000714,418.950.688-62,Felipe Andrade,2024-03-13,BRL,10687.43,Pagamento,Aprovada,Vestuário,C6 Bank,2,294.47,10981.9
FIN000550,750.471.672-37,Rafael Macedo,2023-10-15,BRL,286123.0,Transferência,Aprovada,Investimento,BTG,2,250.11,286373.11
FIN000712,132.683.613-56,Leticia Moura,2024-03-11,BRL,624373.0,Depósito,Aprovada,Tecnologia,C6 Bank,2,32.81,624405.81
FIN000469,749.136.673-36,Beatriz Lopes,2023-08-02,BRL,286123.0,PIX,Recusada,Viagem,C6 Bank,1,493.8,286616.8
FIN000806,477.170.368-59,Beatriz Lopes,2024-06-05,BRL,22020.17,Depósito,Aprovada,Alimentação,Inter,6,322.4,22342.57
FIN000412,764.716.663-22,Leonardo Braga,2023-06-11,BRL,286123.0,PIX,Pendente,Viagem,Inter,12,289.62,286412.62
FIN000323,805.254.957-27,Vanessa Coelho,2023-03-22,BRL,286123.0,Depósito,Aprovada,Alimentação,BTG,2,432.72,286555.72
FIN000773,176.320.507-91,Leticia Moura,2024-05-06,BRL,286123.0,Transferência,Aprovada,Viagem,Banco do Brasil,2,372.51,286495.51
FIN000803,980.580.952-11,Felipe Andrade,2024-06-02,BRL,286123.0,Depósito,Aprovada,Viagem,Banco do Brasil,24,377.94,286500.94
FIN000907,774.577.418-71,Andre Monteiro,2024-09-06,BRL,286123.0,Saque,Pendente,Alimentação,BTG,24,548.02,286671.02
FIN000184,644.186.729-65,Rodrigo Farias,2022-11-15,BRL,286123.0,Depósito,Recusada,Alimentação,Banco do Brasil,1,194.76,286317.76
FIN000889,665.682.350-53,Thiago Cavalcanti,2024-08-20,BRL,202423.0,Depósito,Aprovada,Alimentação,C6 Bank,2,292.68,202715.68
FIN000368,431.955.979-40,Andre Monteiro,2023-05-02,BRL,286123.0,Pagamento,Recusada,Tecnologia,BTG,1,135.93,286258.93
FIN000581,405.960.527-21,Amanda Vieira,2023-11-13,BRL,151626.0,PIX,Aprovada,Tecnologia,Inter,24,13.35,151639.35
FIN000719,264.772.578-65,Diego Peixoto,2024-03-18,BRL,286123.0,Saque,Pendente,Tecnologia,C6 Bank,24,162.56,286285.56
FIN000343,426.726.876-92,Camila Rocha,2023-04-09,BRL,389966.0,Saque,Pendente,Moradia,Banco do Brasil,24,34.3,390000.3
FIN000307,685.803.197-41,Marcelo Teixeira,2023-03-07,BRL,286123.0,Pagamento,Pendente,Alimentação,C6 Bank,12,260.68,286383.68
FIN000218,189.941.709-41,Beatriz Lopes,2022-12-16,BRL,10699.74,Depósito,Recusada,Moradia,XP,24,115.78,10815.52
FIN000990,869.155.249-39,Marcelo Teixeira,2024-11-20,BRL,595589.4,Pagamento,Pendente,Tecnologia,C6 Bank,12,150.56,595739.9600000001
FIN000038,101.752.705-97,Andre Monteiro,2022-07-04,BRL,286123.0,Pagamento,Aprovada,Viagem,Inter,3,100.14,286223.14
FIN000314,954.141.216-93,Felipe Andrade,2023-03-14,BRL,41814.0,Saque,Pendente,Tecnologia,XP,2,7.94,41821.94
FIN000911,815.225.158-91,Isabela Nunes,2024-09-09,BRL,104601.0,Pagamento,Pendente,Alimentação,C6 Bank,2,15.2,104616.2
FIN000189,365.961.540-19,Vanessa Coelho,2022-11-19,BRL,286123.0,Pagamento,Aprovada,Alimentação,Inter,24,414.82,286537.82
FIN000332,831.866.649-66,Isabela Nunes,2023-03-30,BRL,728467.0,PIX,Recusada,Investimento,Banco do Brasil,12,54.94,728521.94
FIN000037,185.926.673-32,Natalia Correia,2022-07-03,BRL,286123.0,Transferência,Recusada,Tecnologia,C6 Bank,6,255.39,286378.39
FIN000736,160.965.405-41,Juliana Queiroz,2024-02-04,BRL,443335.0,Saque,Pendente,Viagem,BTG,1,28.01,443363.01
FIN000539,336.121.196-10,Vanessa Coelho,2023-10-05,BRL,517273.0,PIX,Aprovada,Tecnologia,XP,24,129.15,517402.15
FIN000925,382.548.238-33,Isabela Nunes,2024-09-22,BRL,286123.0,Transferência,Recusada,Alimentação,Inter,1,376.58,286499.58
FIN000643,534.451.193-77,Carolina Azevedo,2024-01-08,BRL,286123.0,Pagamento,Aprovada,Alimentação,C6 Bank,12,136.48,286259.48
FIN000404,215.103.627-57,Priscila Gomes,2023-06-04,BRL,286123.0,Pagamento,,Tecnologia,XP,12,612.18,286735.18
FIN000697,146.159.528-75,Leonardo Braga,2024-02-27,BRL,197475.0,Saque,Pendente,Investimento,XP,1,13.93,197488.93
FIN000922,258.682.118-65,Thiago Cavalcanti,2024-09-19,BRL,203931.0,Depósito,Pendente,Tecnologia,XP,1,323.42,204254.42
FIN000234,510.280.500-22,Natalia Correia,2022-12-30,BRL,894151.0,Transferência,Recusada,Investimento,Inter,2,215.61,894366.61
FIN000103,205.593.207-87,Beatriz Lopes,2022-09-02,BRL,13188.33,Pagamento,Recusada,Tecnologia,Inter,2,332.93,13521.26
FIN000454,639.982.389-76,Camila Rocha,2023-07-20,BRL,286123.0,Depósito,Recusada,Moradia,BTG,6,392.79,286515.79
FIN000652,678.257.660-62,Rafael Macedo,2024-01-16,BRL,286123.0,Pagamento,Pendente,Viagem,Banco do Brasil,6,555.9,286678.9
FIN000066,233.275.741-64,Isabela Nunes,2022-07-30,BRL,51744.0,Saque,Aprovada,Alimentação,Inter,2,35.27,51779.27
FIN000559,705.887.553-84,Beatriz Lopes,2023-10-23,BRL,286123.0,Depósito,Pendente,Vestuário,Inter,1,212.01,286335.01
FIN000434,825.548.636-83,Vanessa Coelho,2023-07-01,BRL,286123.0,Pagamento,Recusada,Alimentação,Banco do Brasil,12,564.69,286687.69
FIN000164,248.159.869-77,Henrique Pinto,2022-10-27,BRL,286123.0,Depósito,Pendente,Tecnologia,BTG,12,148.65,286271.65
FIN000264,496.220.114-86,Natalia Correia,2023-01-27,BRL,169015.0,Transferência,Pendente,Vestuário,Inter,6,44.47,169059.47
FIN000232,789.698.298-67,Thiago Cavalcanti,2022-12-29,BRL,286123.0,Pagamento,Recusada,Vestuário,BTG,24,419.72,286542.72
FIN000462,399.338.868-77,Thiago Cavalcanti,2023-07-27,BRL,286123.0,Pagamento,Recusada,Alimentação,C6 Bank,12,242.72,286365.72
FIN000236,154.128.675-73,Natalia Correia,2023-01-01,BRL,286123.0,PIX,Aprovada,Moradia,C6 Bank,6,124.12,286247.12
FIN000416,526.549.659-53,Vanessa Coelho,2023-06-15,BRL,286123.0,Pagamento,Aprovada,Investimento,Inter,2,275.16,286398.16
FIN000782,976.437.838-86,Juliana Queiroz,2024-05-14,BRL,938082.0,Depósito,Recusada,Alimentação,C6 Bank,24,247.07,938329.07
FIN000989,622.242.334-10,Camila Rocha,2024-11-19,BRL,286123.0,Transferência,Aprovada,Investimento,BTG,2,125.25,286248.25
FIN000303,503.671.793-32,Felipe Andrade,2023-03-04,BRL,75043.0,Pagamento,Recusada,,C6 Bank,12,162.16,75205.16
FIN000072,377.861.691-42,Camila Rocha,2022-08-04,BRL,44377.0,Saque,Pendente,Viagem,Banco do Brasil,12,7.47,44384.47
FIN000169,491.553.680-49,Amanda Vieira,2022-11-01,BRL,286123.0,Depósito,Pendente,Viagem,Inter,12,253.75,286376.75
FIN000456,527.545.473-64,Rafael Macedo,2023-07-21,BRL,997214.0,PIX,Pendente,Viagem,XP,3,218.67,997432.67
FIN000090,384.327.725-74,Henrique Pinto,2022-08-21,BRL,286123.0,Pagamento,Aprovada,Investimento,,12,102.01,286225.01
FIN000118,547.805.738-28,Amanda Vieira,2022-09-15,BRL,286123.0,Saque,Aprovada,Vestuário,XP,24,272.53,286395.53
FIN000463,594.578.426-14,Natalia Correia,2023-07-28,BRL,38466.0,Transferência,Recusada,Viagem,BTG,6,89.45,38555.45
FIN000717,743.513.332-76,Amanda Vieira,2024-03-16,BRL,594694.0,Pagamento,Pendente,Investimento,XP,12,143.56,594837.56
FIN000460,461.405.978-70,Felipe Andrade,2023-07-25,BRL,733663.0,Saque,Pendente,Moradia,C6 Bank,2,174.67,733837.67
FIN000227,528.988.779-43,Leticia Moura,2022-12-24,BRL,286123.0,Saque,Aprovada,Viagem,C6 Bank,3,254.83,286377.83
FIN000582,706.789.421-74,Beatriz Lopes,2023-11-13,BRL,81311.0,PIX,Pendente,Viagem,Inter,24,108.19,81419.19
FIN000062,578.213.376-80,Camila Rocha,2022-07-26,BRL,286123.0,Saque,Aprovada,Moradia,Banco do Brasil,3,146.76,286269.76
FIN000757,387.458.611-18,Guilherme Mota,2024-04-21,BRL,286123.0,Pagamento,Recusada,Moradia,C6 Bank,3,400.28,286523.28
FIN000187,258.860.239-56,Beatriz Lopes,2022-11-17,BRL,286123.0,Depósito,Recusada,Vestuário,BTG,2,242.29,286365.29
FIN000620,810.441.764-31,Priscila Gomes,2023-12-18,BRL,286123.0,Pagamento,Pendente,Investimento,Banco do Brasil,2,345.38,286468.38
FIN000402,671.309.875-35,Vanessa Coelho,2023-06-02,BRL,286123.0,Transferência,Pendente,Alimentação,Banco do Brasil,3,261.58,286384.58
FIN000233,988.962.974-25,Marcelo Teixeira,2022-12-30,BRL,117167.0,Pagamento,Aprovada,Moradia,Inter,3,336.85,117503.85
FIN000563,152.984.370-94,Priscila Gomes,2023-10-27,BRL,286123.0,Pagamento,Recusada,Viagem,BTG,1,510.94,286633.94
FIN000721,904.770.404-71,Thiago Cavalcanti,2024-03-20,BRL,286123.0,Depósito,Recusada,Tecnologia,Inter,3,643.85,286766.85
FIN000073,631.551.233-81,Juliana Queiroz,2022-08-05,BRL,784923.0,PIX,Aprovada,Viagem,BTG,6,215.42,785138.42
FIN000468,991.659.915-43,Diego Peixoto,2023-08-01,BRL,286123.0,Pagamento,Aprovada,Viagem,Banco do Brasil,1,257.15,286380.15
FIN000523,471.981.835-48,Guilherme Mota,2023-09-21,BRL,1034.97,Pagamento,Aprovada,Investimento,XP,1,9.37,1044.34
FIN000271,318.956.234-95,Felipe Andrade,2023-02-02,BRL,286123.0,PIX,Aprovada,Viagem,Inter,3,362.08,286485.08
FIN000112,676.313.916-39,Isabela Nunes,2022-09-10,BRL,286123.0,Saque,Aprovada,Tecnologia,Banco do Brasil,1,316.18,286439.18
FIN000870,817.488.984-11,Guilherme Mota,2024-08-03,BRL,116841.0,Depósito,Pendente,Investimento,BTG,3,141.18,116982.18
FIN000891,112.980.830-35,Carolina Azevedo,2024-08-22,BRL,195687.0,Transferência,Pendente,Viagem,BTG,12,128.36,195815.36
FIN000875,276.305.757-85,Marcelo Teixeira,2024-08-07,BRL,286123.0,Saque,Pendente,Vestuário,Inter,6,276.8,286399.8
FIN000330,570.968.304-77,Priscila Gomes,2023-03-28,BRL,286123.0,Pagamento,Pendente,Investimento,Banco do Brasil,24,516.95,286639.95
FIN000464,374.354.215-61,Natalia Correia,2023-07-29,BRL,286123.0,Transferência,Recusada,Alimentação,C6 Bank,12,470.35,286593.35
FIN000596,418.844.320-40,Rafael Macedo,2023-11-26,BRL,286123.0,Depósito,Recusada,Vestuário,BTG,24,377.12,286500.12
FIN000756,682.378.645-61,Carolina Azevedo,2024-04-21,BRL,286123.0,PIX,Pendente,Moradia,XP,2,158.7,286281.7
FIN000196,452.623.558-77,Rafael Macedo,2022-11-26,BRL,286123.0,PIX,Aprovada,Investimento,C6 Bank,3,191.55,286314.55
FIN000337,557.450.337-97,Natalia Correia,2023-04-04,BRL,286123.0,Saque,Recusada,Viagem,C6 Bank,2,452.58,286575.58
FIN000366,290.838.136-29,Henrique Pinto,2023-04-30,BRL,286123.0,Transferência,Aprovada,Investimento,BTG,12,375.86,286498.86
FIN000940,994.405.499-73,Natalia Correia,2024-10-06,BRL,286123.0,Depósito,Aprovada,Alimentação,,12,201.35,286324.35
FIN000029,273.999.827-84,Amanda Vieira,2022-06-26,BRL,103210.0,Depósito,Recusada,Alimentação,C6 Bank,3,85.97,103295.97
FIN000817,861.642.704-66,Guilherme Mota,2024-06-15,BRL,6862.63,Depósito,Pendente,Investimento,C6 Bank,1,143.21,7005.84
FIN000624,424.426.542-47,Thiago Cavalcanti,2023-12-22,BRL,286123.0,Saque,Pendente,Vestuário,BTG,12,28.54,286151.54
FIN000521,Não Informado,Natalia Correia,2023-09-19,BRL,286123.0,Transferência,Pendente,Moradia,Banco do Brasil,24,318.68,286441.68
FIN000730,557.862.999-72,Beatriz Lopes,2024-03-28,BRL,286123.0,Saque,Aprovada,Investimento,XP,3,108.64,286231.64
FIN000138,177.354.645-92,Rodrigo Farias,2022-10-04,BRL,286123.0,Pagamento,Recusada,Tecnologia,Banco do Brasil,3,295.81,286418.81
FIN000964,109.591.970-87,Felipe Andrade,2024-10-28,BRL,12645.0,Pagamento,Recusada,Viagem,BTG,12,2.71,12647.71
FIN000120,929.208.185-18,Juliana Queiroz,2022-09-17,BRL,505645.0,Depósito,Pendente,Vestuário,Inter,2,135.76,505780.76
FIN000478,680.544.878-21,Natalia Correia,2023-08-10,BRL,515877.0,Transferência,Pendente,Vestuário,C6 Bank,1,66.58,515943.58
FIN000527,870.151.844-92,Natalia Correia,2023-09-24,BRL,10591.4,Transferência,Recusada,Tecnologia,XP,1,130.24,10721.64
FIN000394,937.923.597-40,Felipe Andrade,2023-05-26,BRL,254971.0,Saque,Aprovada,Viagem,XP,1,60.8,255031.8
FIN000383,272.827.971-37,Thiago Cavalcanti,2023-05-16,BRL,909335.0,PIX,Recusada,Investimento,Inter,12,158.51,909493.51
FIN000222,891.927.367-54,Thiago Cavalcanti,2022-12-19,BRL,303203.0,Depósito,Pendente,Vestuário,Banco do Brasil,24,65.94,303268.94
FIN000662,808.732.622-47,Rodrigo Farias,2024-01-26,BRL,117965.0,Depósito,Recusada,Vestuário,XP,2,259.01,118224.01
FIN000710,481.803.149-19,Marcelo Teixeira,2024-03-09,BRL,286123.0,Saque,Pendente,Investimento,XP,3,481.42,286604.42
FIN000912,939.878.692-27,Isabela Nunes,2024-09-10,BRL,286123.0,Pagamento,Pendente,Viagem,XP,3,377.71,286500.71
FIN000329,507.352.858-20,Carolina Azevedo,2023-03-27,BRL,286123.0,Depósito,Pendente,Tecnologia,XP,6,528.28,286651.28
FIN000013,439.210.128-64,Andre Monteiro,2022-06-11,BRL,94671.0,Saque,Pendente,Viagem,XP,1,229.26,94900.26
FIN000207,829.540.276-36,Isabela Nunes,2022-06-12,BRL,286123.0,Saque,Pendente,Vestuário,BTG,12,207.33,286330.33
FIN000104,544.412.780-74,Andre Monteiro,2022-09-03,BRL,64445.0,Depósito,Recusada,Tecnologia,BTG,24,70.93,64515.93
FIN000310,344.715.503-87,Henrique Pinto,2023-03-10,BRL,419043.0,PIX,Aprovada,Alimentação,XP,12,98.08,419141.08
FIN000549,637.504.725-32,Priscila Gomes,2023-10-14,BRL,417274.0,Transferência,Aprovada,Investimento,Inter,12,101.61,417375.61
FIN000181,434.804.396-42,Marcelo Teixeira,2022-11-12,BRL,629975.0,Depósito,Pendente,Moradia,Inter,12,57.23,630032.23
FIN000599,920.956.612-92,Isabela Nunes,2023-11-29,BRL,286123.0,Pagamento,,Investimento,Banco do Brasil,1,189.49,286312.49
FIN000498,740.695.960-79,Camila Rocha,2023-08-29,BRL,286123.0,Saque,Pendente,Investimento,Inter,1,316.41,286439.41
FIN000317,356.517.294-68,Beatriz Lopes,2023-03-16,BRL,286123.0,Saque,Pendente,Viagem,Inter,24,399.94,286522.94
FIN000142,813.165.698-83,Juliana Queiroz,2022-10-07,BRL,286123.0,Pagamento,Recusada,Alimentação,Inter,12,351.45,286474.45
FIN000707,215.195.719-16,Camila Rocha,2024-03-07,BRL,286123.0,Pagamento,Pendente,Alimentação,Inter,1,425.65,286548.65
FIN000425,547.362.985-55,Beatriz Lopes,2023-06-23,BRL,286123.0,Transferência,Recusada,Tecnologia,Inter,2,201.24,286324.24
FIN000759,286.819.262-67,Rodrigo Farias,2024-04-23,BRL,286123.0,Saque,Aprovada,Moradia,Inter,2,210.77,286333.77
FIN000211,649.329.896-63,Rafael Macedo,2022-12-09,BRL,146079.0,Saque,Aprovada,Vestuário,XP,12,136.43,146215.43
FIN000143,748.590.132-35,Diego Peixoto,2022-10-08,BRL,286123.0,PIX,Aprovada,Alimentação,BTG,24,599.96,286722.96
FIN000515,520.156.743-79,Juliana Queiroz,2023-09-13,BRL,133674.0,Depósito,Recusada,Vestuário,C6 Bank,12,31.39,133705.39
FIN000363,593.165.422-65,Felipe Andrade,2023-04-27,BRL,286123.0,PIX,,Tecnologia,C6 Bank,1,61.28,286184.28
FIN000005,271.695.142-37,Thiago Cavalcanti,2022-06-04,BRL,286123.0,Depósito,Recusada,Investimento,Banco do Brasil,12,431.28,286554.28
FIN000045,995.448.578-36,Priscila Gomes,2022-11-07,BRL,286123.0,Pagamento,Aprovada,Investimento,XP,24,413.38,286536.38
FIN000282,557.586.701-96,Beatriz Lopes,2023-02-12,BRL,286123.0,Depósito,Aprovada,Tecnologia,XP,12,706.17,286829.17
FIN000203,411.842.192-26,Beatriz Lopes,2022-12-02,BRL,286123.0,Depósito,Recusada,Viagem,BTG,24,496.76,286619.76
FIN000359,371.530.439-11,Henrique Pinto,2023-04-24,BRL,286123.0,PIX,Pendente,Investimento,Banco do Brasil,24,278.79,286401.79
FIN000786,424.660.433-76,Leonardo Braga,2024-05-18,BRL,286123.0,PIX,Recusada,Alimentação,BTG,2,451.58,286574.58
FIN000372,962.374.739-43,Juliana Queiroz,2023-05-06,BRL,779067.0,Pagamento,Aprovada,Tecnologia,BTG,24,88.39,779155.39
FIN000800,676.553.323-64,Leticia Moura,2024-05-31,BRL,286123.0,PIX,Recusada,Viagem,Inter,2,307.29,286430.29
FIN000638,533.689.153-11,Isabela Nunes,2024-01-04,BRL,139771.0,Pagamento,Pendente,Moradia,Banco do Brasil,24,88.27,139859.27
FIN000238,322.135.209-17,Carolina Azevedo,2023-01-03,BRL,286123.0,Pagamento,Recusada,Vestuário,Banco do Brasil,6,295.63,286418.63
FIN000668,652.884.401-52,Beatriz Lopes,2024-01-31,BRL,914897.0,Saque,Pendente,,C6 Bank,6,227.95,915124.95
FIN000274,149.503.279-14,Guilherme Mota,2023-02-05,BRL,307754.0,Saque,Recusada,Investimento,C6 Bank,2,84.9,307838.9
FIN000857,371.392.289-86,Henrique Pinto,2024-07-22,BRL,286123.0,Pagamento,Pendente,Investimento,XP,24,451.38,286574.38
FIN000195,720.140.168-39,Natalia Correia,2022-11-25,BRL,286123.0,PIX,Aprovada,Tecnologia,Inter,2,271.41,286394.41
FIN000514,285.981.870-12,Andre Monteiro,2023-09-12,BRL,286123.0,PIX,Pendente,Investimento,XP,6,105.12,286228.12
FIN000275,508.687.167-51,Andre Monteiro,2023-02-06,BRL,455443.0,Saque,Recusada,Vestuário,XP,12,120.95,455563.95
FIN000556,909.883.690-18,Rodrigo Farias,2023-10-21,BRL,286123.0,Transferência,Aprovada,Viagem,XP,24,326.87,286449.87
FIN000210,364.827.479-34,Felipe Andrade,2022-12-09,BRL,987580.0,Saque,Aprovada,Tecnologia,C6 Bank,3,172.33,987752.33
FIN000163,562.829.714-89,Juliana Queiroz,2022-10-27,BRL,286123.0,Depósito,Recusada,Moradia,XP,2,416.13,286539.13
FIN000718,607.914.966-22,Andre Monteiro,2024-03-17,BRL,888696.0,Depósito,Recusada,Viagem,XP,1,247.75,888943.75
FIN000616,646.400.746-49,Leonardo Braga,2023-12-15,BRL,286123.0,PIX,Pendente,Viagem,Banco do Brasil,3,307.44,286430.44
FIN000088,272.451.481-96,Felipe Andrade,2022-08-19,BRL,612922.0,Pagamento,Pendente,Investimento,Inter,24,90.54,613012.54
FIN000970,992.409.426-53,Camila Rocha,2024-11-02,BRL,286123.0,Depósito,Aprovada,Moradia,Banco do Brasil,3,621.15,286744.15
FIN000191,808.291.452-92,Thiago Cavalcanti,2022-11-21,BRL,383926.0,Depósito,Recusada,Alimentação,BTG,6,98.64,384024.64
FIN000179,244.880.210-14,Guilherme Mota,2022-11-10,BRL,286123.0,Pagamento,Aprovada,Alimentação,Inter,3,94.78,286217.78
FIN000557,391.739.387-28,Diego Peixoto,2023-10-22,BRL,286123.0,PIX,Recusada,Alimentação,BTG,1,232.32,286355.32
FIN000609,145.808.646-17,Isabela Nunes,2023-12-08,BRL,113188.0,Transferência,Recusada,Moradia,C6 Bank,2,23.26,113211.26
FIN000393,943.150.573-23,Diego Peixoto,2023-05-25,BRL,286123.0,PIX,Recusada,Moradia,Inter,12,100.55,286223.55
FIN000604,307.800.688-75,Thiago Cavalcanti,2023-12-04,BRL,286123.0,Pagamento,Recusada,Tecnologia,XP,6,107.62,286230.62
FIN000981,961.489.342-36,Camila Rocha,2024-11-12,BRL,286123.0,Pagamento,Recusada,Tecnologia,Inter,2,302.39,286425.39
FIN000754,895.707.903-43,Juliana Queiroz,2024-04-19,BRL,286123.0,PIX,Pendente,Vestuário,C6 Bank,1,123.09,286246.09
FIN000512,404.290.173-98,Leonardo Braga,2023-09-11,BRL,286123.0,Depósito,Recusada,Investimento,Inter,6,464.63,286587.63
FIN000723,519.835.130-37,Amanda Vieira,2024-03-21,BRL,699392.0,Depósito,Pendente,Moradia,XP,3,133.46,699525.46
FIN000440,521.352.691-54,Guilherme Mota,2023-07-07,BRL,324205.0,Depósito,Pendente,Alimentação,C6 Bank,12,36.88,324241.88
FIN000472,316.231.370-91,Thiago Cavalcanti,2023-05-08,BRL,286123.0,Depósito,Recusada,Tecnologia,Inter,3,51.7,286174.7
FIN000399,Não Informado,Leticia Moura,2023-05-30,BRL,252686.0,Pagamento,Recusada,Alimentação,Inter,6,23.33,252709.33
FIN000815,530.817.113-98,Felipe Andrade,2024-06-13,BRL,685824.0,Depósito,Aprovada,Investimento,BTG,24,148.91,685972.91
FIN000036,359.541.215-86,Felipe Andrade,2022-07-02,BRL,2135.0,Depósito,Pendente,Moradia,BTG,2,2.35,2137.35
FIN000790,362.370.735-84,Leonardo Braga,2024-05-22,BRL,286123.0,Pagamento,Pendente,Moradia,Banco do Brasil,2,297.77,286420.77
FIN000262,776.258.604-47,Amanda Vieira,2023-01-25,BRL,286123.0,Depósito,Pendente,Alimentação,C6 Bank,2,436.37,286559.37
FIN000601,306.293.921-43,Vanessa Coelho,2023-12-01,BRL,196553.0,PIX,Recusada,Viagem,C6 Bank,6,422.18,196975.18
FIN000430,989.219.923-32,Thiago Cavalcanti,2023-06-28,BRL,286123.0,PIX,Aprovada,Viagem,BTG,6,158.58,286281.58
FIN000229,974.412.466-35,Juliana Queiroz,2022-12-26,BRL,6439.0,PIX,Pendente,Vestuário,C6 Bank,2,15.6,6454.6
FIN000006,917.995.509-46,Guilherme Mota,2022-06-05,BRL,286123.0,Depósito,Aprovada,Moradia,C6 Bank,2,390.59,286513.59
FIN000095,411.869.129-76,Rodrigo,2022-08-25,BRL,412205.0,Depósito,Pendente,Investimento,Banco do Brasil,2,82.8,412287.8
FIN000866,726.901.253-90,Thiago Cavalcanti,2024-07-30,BRL,739185.0,Depósito,Recusada,Tecnologia,Banco do Brasil,6,159.33,739344.33
FIN000319,859.287.539-22,Thiago Cavalcanti,2023-03-18,BRL,696293.0,PIX,Pendente,Viagem,C6 Bank,24,95.34,696388.34
FIN000935,632.982.397-94,Andre Monteiro,2024-10-01,BRL,286123.0,Depósito,Aprovada,Viagem,XP,1,330.01,286453.01
FIN000313,911.414.313-99,Amanda Vieira,2023-03-13,BRL,286123.0,PIX,Recusada,Investimento,BTG,6,561.77,286684.77
FIN000076,911.624.722-23,Vanessa Coelho,2022-08-08,BRL,286123.0,Pagamento,Recusada,,C6 Bank,12,160.53,286283.53
FIN000174,235.542.625-11,Diego Peixoto,2022-11-06,BRL,168754.0,Pagamento,Recusada,Tecnologia,XP,3,393.14,169147.14
FIN000894,656.510.653-38,Felipe Andrade,2024-08-25,BRL,825643.0,Depósito,Pendente,Viagem,BTG,3,117.41,825760.41
FIN000052,916.994.937-57,Leticia Moura,2022-07-17,BRL,946450.0,Pagamento,Recusada,,C6 Bank,6,54.86,946504.86
FIN000552,341.574.810-81,Vanessa Coelho,2023-10-17,BRL,286123.0,PIX,Recusada,Moradia,Banco do Brasil,6,268.68,286391.68
FIN000842,824.489.934-39,Amanda Vieira,2024-07-08,BRL,286123.0,Depósito,Recusada,Alimentação,Banco do Brasil,12,338.9,286461.9
FIN000978,556.374.601-53,Andre Monteiro,2024-11-09,BRL,79742.0,Pagamento,Aprovada,Alimentação,Inter,6,52.99,79794.99
FIN000221,558.415.492-68,Juliana Queiroz,2022-12-19,BRL,109103.0,Pagamento,Aprovada,Alimentação,XP,12,16.14,109119.14
FIN000509,979.393.466-77,Rafael Macedo,2023-08-09,BRL,718293.0,Pagamento,Aprovada,Alimentação,Banco do Brasil,2,207.57,718500.57
FIN000744,302.344.227-49,Natalia Correia,2024-04-10,BRL,286123.0,Saque,Pendente,Alimentação,Banco do Brasil,12,151.93,286274.93
FIN000388,250.185.469-98,Carolina Azevedo,2023-05-20,BRL,487283.0,Depósito,Recusada,Tecnologia,XP,2,31.35,487314.35
